20160105X24817 | Accident | GAA16CA095 | 12/30/2015 | Fort Worth, TX | United States | 32.814444 | -97.364722 | FTW | FORT WORTH MEACHAM INTL | Non-Fatal | Substantial | Airplane | N2135B | PIPER | PA 28-161 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 02/08/2016 | 
20150416X52908 | Accident | WPR15LA148 | 04/03/2015 | Honolulu, HI | United States | 21.317778 | -157.920278 | HNL | Honolulu International Airport | Non-Fatal | Substantial | Airplane | N245RB | CESSNA | 206H | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  |  | 2 | VMC | LANDING | Preliminary | 05/28/2015 | 
20150403X34847 | Accident | WPR15FA140 | 04/03/2015 | Petaluma, CA | United States | 38.239722 | -122.578334 | O69 | PETALUMA MUNI | Fatal(1) | Destroyed | Airplane | N476VB | QUICKSILVER ENTERPRISES INC | MXL II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 04/13/2015 | 
20150414X53832 | Accident | GAA15CA041 | 04/03/2015 | Fort Myers, FL | United States | 26.585277 | -81.857778 | FMY | PAGE FIELD | Non-Fatal | Substantial | Airplane | N9490X | CESSNA | 182R | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20150403X70210 | Accident | GAA15CA032 | 04/03/2015 | Fort Davis, TX | United States | 30.520834 | -104.134166 |  | N/A | Non-Fatal | Substantial | Helicopter | N8363D | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Probable Cause | 10/21/2015 | 
20150406X41451 | Accident | ERA15CA176 | 04/03/2015 | Wetumpka, AL | United States | 32.527223 | -86.331111 | 08A | Wetumpka Muni | Non-Fatal | Substantial | Airplane | N9172Q | BEECH | V35B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Probable Cause | 08/11/2015 | 
20150412X23138 | Accident | CEN15FA194 | 04/03/2015 | Advance, IN | United States | 39.995000 | -86.543611 |  | N/A | Fatal(1) | Destroyed | Airplane | N555GD | S C AEROSTAR S A | YAK 52TW | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Probable Cause | 01/14/2016 | 
20150403X02544 | Accident | CEN15FA189 | 04/02/2015 | Batesville, AR | United States | 35.686111 | -91.770278 | BVX | BATESVILLE RGNL | Fatal(1) | Destroyed | Airplane | N65463 | CESSNA | 152 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 1 |  |  |  | VMC | CRUISE | Factual | 08/25/2016 | 
20150404X20347 | Accident | GAA15CA033 | 04/01/2015 | Middleton, WI | United States | 43.113333 | -89.533334 | C29 | MIDDLETON MUNI - MOREY FIELD | Non-Fatal | Substantial | Airplane | N777XX | LANCAIR COMPANY | LC 40 550FG | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/21/2015 | 
20150401X15516 | Accident | ERA15FA175 | 04/01/2015 | Fort Pierce, FL | United States | 27.497222 | -80.338889 | FPR | ST LUCIE COUNTY INTL | Fatal(1) | Destroyed | Airplane | N224BD | BEDECORP LLC | BD-22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Flight Test |  | 1 |  |  |  | VMC | APPROACH | Probable Cause | 07/25/2016 | 
20150405X51038 | Accident | DCA15WA102B | 04/01/2015 | Dublin, Ireland | Ireland |  |  |  |  | Unavailable | Substantial | Airplane |  | THE BOEING COMPANY | BOEING 737-8AS |  | 2 |  |  |  |  |  |  |  |  |  |  | TAXI | Foreign |  | 
20150405X51038 | Accident | DCA15WA102A | 04/01/2015 | Dublin, Ireland | Ireland |  |  |  |  | Unavailable | Substantial | Airplane |  | THE BOEING COMPANY | BOEING 737-8AS |  | 2 |  |  |  |  |  |  |  |  |  |  | TAXI | Foreign |  | 
20150407X04922 | Accident | ANC15CA019 | 04/01/2015 | Palmer, AK | United States | 61.596666 | -149.088055 | PAQ | PALMER MUNI | Non-Fatal | Substantial | Airplane | N3885Q | CESSNA | A185F | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 05/13/2015 | 
20150408X54634 | Accident | ERA15WA180 | 03/31/2015 | Diego de Almagro, Chile | Chile | -26.363611 | -69.678056 |  | N/A | Fatal(4) | Destroyed | Helicopter |  | BELL | 206 - L4 | No | 1 | Turbo Shaft | Non-U.S., Non-Commercial |  |  |  | 4 |  |  |  | VMC | MANEUVERING | Foreign |  | 
20150331X62747 | Accident | ERA15LA174 | 03/31/2015 | Walhalla, SC | United States | 34.732500 | -83.078611 |  | Just Aircraft Facility | Non-Fatal | Substantial | Airplane | N376CG | G-DAWG LLC | JUST ACFT HIGHLANDER | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  | 2 |  |  | IMC | GO-AROUND | Preliminary | 04/13/2015 | 
20150401X34528 | Accident | CEN15FA187 | 03/31/2015 | Pleasanton, KS | United States | 38.203611 | -94.740277 | NONE | Easley Airstrip | Fatal(2) | Destroyed | Airplane | N623HS | AIRCRAFT MFG & DVLPMT CO | CH601XL | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | TAKEOFF | Probable Cause | 05/23/2016 | 
20150420X95213 | Accident | CEN15CA201 | 03/31/2015 | Derby, KS | United States | 37.555000 | -97.344166 | 35KS | Blue Sky Ranch and Aerodrome | Non-Fatal | Substantial | Airplane | N61453 | FIEBICH PAUL DEAN | AIRBIKE RX40 | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | LANDING | Probable Cause | 06/01/2015 | 
20150331X20505 | Accident | WPR15LA139 | 03/30/2015 | Tucson, AZ | United States | 32.113333 | -110.939166 | TUS | TUCSON INTL | Non-Fatal | Substantial | Airplane | N112F | BEECH | H35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | TAKEOFF | Probable Cause | 01/21/2016 | 
20150330X73700 | Accident | ERA15FA173 | 03/30/2015 | Saucier, MS | United States | 30.667778 | -89.094722 |  | N/A | Fatal(2) | Destroyed | Helicopter | N50KH | BELL HELICOPTER TEXTRON | 206 L-1 | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  | 2 | 1 |  |  | VMC | MANEUVERING | Probable Cause | 06/27/2016 | 
20150408X74523 | Accident | CEN15WA193 | 03/30/2015 | Tan Rouge, Reunion | Reunion | -21.065833 | 55.339166 |  |  | Fatal(2) | Destroyed | Airplane |  | RANS | S6 - ES | Yes |  |  |  |  |  |  | 2 |  |  |  |  | CRUISE | Foreign |  | 
20150331X34709 | Accident | ANC15CA016 | 03/30/2015 | Wasilla, AK | United States | 61.395277 | 149.840833 | Z40 | GOOSE BAY | Non-Fatal | Substantial | Airplane | N4582C | CESSNA | 170B | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 07/08/2015 | 
20150331X22041 | Accident | GAA15CA028 | 03/29/2015 | Los Alamitos, CA | United States | 33.789722 | -118.059167 | SLI | LOS ALAMITOS AAF | Non-Fatal | Substantial | Glider | N381BA | LET | L23 - NO SERIES | No | 0 |  | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 1 | VMC | TAKEOFF | Probable Cause | 10/20/2015 | 
20150330X71955 | Accident | ERA15LA172B | 03/29/2015 | Tuscaloosa, AL | United States | 33.220556 | -87.611389 | TCL | TUSCALOOSA RGNL | Non-Fatal | Minor | Airplane | N722DK | KIGHT DANIEL H | RV 6 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Air Race/Show |  |  |  |  | 2 | VMC | MANEUVERING | Preliminary | 04/15/2015 | 
20150330X71955 | Accident | ERA15LA172A | 03/29/2015 | Tuscaloosa, AL | United States | 33.220556 | -87.611389 | TCL | TUSCALOOSA RGNL | Non-Fatal | Substantial | Airplane | N8JL | MERIAN RICHARD F | RV 8 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Air Race/Show |  |  |  |  | 2 | VMC |  | Preliminary | 04/15/2015 | 
20150330X64758 | Accident | ERA15FA171 | 03/29/2015 | West Chester, PA | United States | 39.983889 | -75.591389 | OQN | Brandywine Airport | Fatal(2) | Destroyed | Airplane | N6842W | PIPER | PA 28-140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | TAKEOFF | Preliminary | 04/06/2015 | 
20150329X15652 | Accident | ERA15FA170 | 03/29/2015 | Orange, VA | United States | 38.251389 | -78.037222 | OMH | Orange County Airport | Fatal(1) | Substantial | Airplane | N32396 | PIPER | PA-28-140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 1 |  |  |  | VMC | TAKEOFF | Probable Cause | 06/27/2016 | 
20150626X41040 | Accident | ENG15WA026 | 03/29/2015 | Halifax, Canada | Canada |  |  | CYHZ | Halifax Stanfield Internationa | Non-Fatal | Substantial | Airplane |  | AIRBUS | A320 - 211 | No | 2 | Turbo Fan |  | SCHD |  |  |  |  | 28 | 110 | UNK | APPROACH | Foreign |  | 
20150331X22042 | Accident | CEN15WA186 | 03/29/2015 | Modrava, Czech Republic | Czech Republic | 49.024167 | 13.499166 |  | N/A | Fatal(1) | Substantial | Helicopter |  | ROBINSON | R44 - II | No |  | Reciprocating | Unknown |  |  |  | 1 |  |  |  | UNK | TAKEOFF | Foreign |  | 
20150330X24438 | Accident | CEN15LA183 | 03/29/2015 | Gordonville, TX | United States | 33.837500 | -96.816111 | 3T0 | CEDAR MILLS | Non-Fatal | Substantial | Airplane | N80462 | BEECH | 35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 | 2 |  | VMC | TAKEOFF | Preliminary | 04/06/2015 | 
20150331X03627 | Accident | WPR15LA138 | 03/28/2015 | Firebaugh, CA | United States | 36.850000 | -120.460000 |  | N/A | Non-Fatal | Substantial | Helicopter | N130HA | HILLER | UH 12E | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 02/17/2016 | 
20150331X10134 | Accident | GAA15LA027 | 03/28/2015 | Westfield Township, OH | United States | 41.045277 | -81.936666 | 2OI4 | Crazy Bob's Airport | Non-Fatal | Substantial | Airplane | N550BS | CUB CRAFTERS | CC18 180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Probable Cause | 11/05/2015 | 
20150331X85804 | Accident | GAA15CA029 | 03/28/2015 | Logan, UT | United States | 41.846944 | -111.953889 |  | N/A | Non-Fatal | Substantial | Airplane | N195KF | KERR JOHN A | KITFOX CLASSIC IV | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Probable Cause | 10/21/2015 | 
20150330X82810 | Accident | GAA15CA026 | 03/28/2015 | Vernal, UT | United States | 40.446111 | -109.510833 | VEL | VERNAL RGNL | Non-Fatal | Substantial | Airplane | N2168D | CESSNA | 172S | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/20/2015 | 
20150415X21725 | Accident | ERA15WA185 | 03/28/2015 | Cotopaxi Volcano, Ecuador | Ecuador | 0.054444 | -78.220556 |  | N/A | Fatal(1) | Destroyed | Airplane |  | AEROSPOOL | DYNAMIC WT-9 |  |  |  | Non-U.S., Non-Commercial |  | Personal |  | 1 |  |  |  |  | CRUISE | Foreign |  | 
20150331X05631 | Accident | CEN15LA185 | 03/28/2015 | Marquette, MI | United States | 46.548055 | -87.396944 |  | N/A | Non-Fatal | Substantial | Helicopter | N556DG | GIACKINO DONALD W | ROTORWAY 162F | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | UNKNOWN | Probable Cause | 01/05/2016 | 
20150330X53104 | Accident | CEN15CA184 | 03/28/2015 | Burdett, KS | United States | 38.184166 | -99.533889 | SN29 | RUCKER BURDETT | Non-Fatal | Substantial | Airplane | N2093J | CESSNA | T188C | No |  | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 05/13/2015 | 
20150330X42808 | Accident | GAA15LA025 | 03/27/2015 | Pinedale, WY | United States | 42.586389 | -109.561389 |  | N/A | Non-Fatal | Substantial | Airplane | N4272M | SPAULDING ERROL | RANS S 7 COURIER | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  | 1 | VMC | TAKEOFF | Probable Cause | 09/24/2015 | 
20150330X30000 | Accident | GAA15CA024 | 03/27/2015 | Fairfield, UT | United States | 40.090000 | -112.120000 | UT99 | WEST DESERT AIRPARK | Non-Fatal | Substantial | Airplane | N701VZ | DAVID SHELL | ZENITH CH701 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/20/2015 | 
20150330X02514 | Accident | GAA15CA023 | 03/27/2015 | Ropesville, TX | United States | 33.412778 | -102.153611 | None | Pro-Agri Spraying | Non-Fatal | Substantial | Airplane | N20062 | AIR TRACTOR INC | AT 602 | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/20/2015 | 
20150421X52252 | Accident | CEN15LA206 | 03/27/2015 | Stephenville, TX | United States | 32.215278 | 98.177500 |  | N/A | Non-Fatal | Substantial | Airplane | N9284 | PIPER | PA 32R-301T | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  | VMC | MANEUVERING | Preliminary | 06/03/2015 | 
20150327X35752 | Accident | CEN15FA181 | 03/27/2015 | Pine River, MN | United States | 46.718056 | -94.376111 | PWC | Pine River Regional Airport | Fatal(2) | Substantial | Airplane | N30341 | PIPER | J-4A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | TAKEOFF | Preliminary | 03/31/2015 | 
20150326X93558 | Accident | WPR15FA135 | 03/26/2015 | Townsend, MT | United States | 46.448333 | -111.231111 |  |  | Fatal(1) | Substantial | Airplane | CGAUS | PIPER | PA32R - 301 | No |  |  | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  | IMC |  | Preliminary | 04/01/2015 | 
20150401X03618 | Accident | GAA15CA030 | 03/26/2015 | Fort Meade, MD | United States | 39.000000 | 76.000000 | KFME | Tipton | Non-Fatal | Substantial | Airplane | N7889N | CESSNA | R172E | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 10/21/2015 | 
20150330X92930 | Accident | CEN15LA182 | 03/26/2015 | Levelland, TX | United States | 33.552500 | -102.372500 | KLLN | Levelland Municipal Airport | Non-Fatal | Substantial | Airplane | N136DB | AIR TRACTOR INC | AT 400 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Flight Test |  |  | 1 |  |  | VMC | TAKEOFF | Probable Cause | 07/23/2015 | 
20150518X25621 | Incident | ENG15WA021 | 03/25/2015 | Oslo, Norway | Norway |  |  | ENGM | Oslo Airport Gardermoen | Incident |  | Airplane |  | BOEING | 737 - 683 | No | 2 | Unknown |  | SCHD |  |  |  |  |  |  | UNK | APPROACH | Foreign |  | 
20150405X53326 | Incident | DCA15WA106 | 03/25/2015 | Lametia, Italy | Italy |  |  |  |  | Incident | Minor | Airplane |  | THE BOEING COMPANY | BOEING 737-8AS |  | 2 |  |  |  |  |  |  |  |  |  |  | TAKEOFF | Foreign |  | 
20150405X51624 | Incident | DCA15WA103 | 03/25/2015 | Tarapoto, Peru | Peru |  |  |  |  | Incident |  | Airplane |  | BOEING | 737 | No |  |  |  |  |  |  |  |  |  |  |  | APPROACH | Foreign |  | 
20150325X74504 | Accident | GAA15CA020 | 03/24/2015 | Flushing, MI | United States | 43.000000 | -83.000000 | 3DA | Dalton | Non-Fatal | Substantial | Airplane | N7987E | CESSNA | 150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Probable Cause | 10/21/2015 | 
20150408X11229 | Accident | ERA15LA179 | 03/24/2015 | Taylors Island, MD | United States | 38.502222 | -76.171667 |  | N/A | Non-Fatal | Substantial | Helicopter | N43CM | BELL | 206B | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Preliminary | 04/29/2015 | 
20150327X03806 | Accident | ERA15LA168 | 03/24/2015 | Live Oak, FL | United States | 30.264722 | -82.935555 |  | N/A | Non-Fatal | Substantial | Weight-Shift | N993RA | TRICK TRIKES | 582 CYCLONE STORM | No |  | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | GO-AROUND | Preliminary | 04/14/2015 | 
20150328X01936 | Accident | ERA15CA169 | 03/24/2015 | Siler City, NC | United States | 35.704167 | -79.504167 | SCR | Siler City Municipal Airport | Non-Fatal | Destroyed | Airplane | N93715 | BELLANCA | 17 31A | No | 1 | Reciprocating | Part 91: General Aviation |  | Ferry |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/11/2015 | 
20150324X43040 | Accident | DCA15WA093 | 03/24/2015 | Barcellonette, France | France |  |  |  |  | Fatal(150) | Destroyed | Airplane |  | AIRBUS INDUSTRIE | A320-211 | No | 2 | Turbo Fan |  |  |  |  | 150 |  |  |  |  | DESCENT | Foreign |  | 
20150504X31324 | Accident | CEN15LA215 | 03/24/2015 | Circleville, TX | United States | 30.573056 | -97.419723 |  | N/A | Non-Fatal | Substantial | Airplane | N8282L | CESSNA | 172 - H | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | DESCENT | Probable Cause | 08/01/2016 | 
20150325X70035 | Accident | CEN15LA180 | 03/24/2015 | Verdigris, OK | United States | 36.267500 | -95.630834 |  | N/A | Non-Fatal | Substantial | Airplane | N106BZ | CESSNA | 208B | No | 2 | Turbo Prop | Part 91: General Aviation |  | Flight Test |  |  |  | 1 | 1 | VMC | CLIMB | Probable Cause | 10/19/2015 | 
20150325X24417 | Accident | GAA15CA018 | 03/23/2015 | Camarillo, CA | United States | 34.209444 | -119.075556 |  | N/A | Unavailable | Substantial | Airplane | N2104H | CESSNA | 172S | No | 1 | Reciprocating | Unknown |  |  |  |  |  |  |  | UNK | UNKNOWN | Probable Cause | 10/20/2015 | 
20150324X92037 | Accident | ERA15LA166 | 03/23/2015 | Inverness, FL | United States | 28.823056 | -82.306111 |  | N/A | Non-Fatal | Substantial | Airplane | N936B | HAWKER BEECHCRAFT CORP | G36 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC |  | Preliminary | 04/06/2015 | 
20150324X90606 | Accident | CEN15LA179 | 03/23/2015 | Marathon, TX | United States | 30.207500 | -103.243333 |  | N/A | Non-Fatal | Substantial | Airplane | N945RV | PICARD ROY J | RV 4 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 | 1 |  | VMC | TAKEOFF | Probable Cause | 11/19/2015 | 
20150323X10548 | Accident | WPR15LA132 | 03/22/2015 | Flagstaff, AZ | United States | 35.140277 | -111.669167 | FLG | FLAGSTAFF PULLIAM | Non-Fatal | Substantial | Airplane | N7628R | BEECH | B23 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Preliminary | 04/01/2015 | 
20150322X92548 | Accident | ERA15FA164 | 03/22/2015 | Orlando, FL | United States | 28.556944 | -81.389166 |  | N/A | Fatal(3) | Destroyed | Helicopter | N30242 | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 3 |  |  |  | VMC |  | Probable Cause | 08/16/2016 | 
20150601X23534 | Accident | WPR15WA171 | 03/21/2015 | East Kalimantan, Indonesia | Indonesia | 0.000000 | 117.000000 |  |  | Non-Fatal | Substantial | Helicopter |  | SIKORSKY | S76 - C | No |  |  |  |  |  |  |  | 2 | 5 |  |  | LANDING | Foreign |  | 
20150323X05640 | Accident | WPR15LA131 | 03/21/2015 | Sedona, AZ | United States | 34.832778 | -111.800278 | SEZ | SEDONA | Non-Fatal | Substantial | Airplane | N747MC | MCCURRY CHARLES P | F 1 ROCKET | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  | VMC | APPROACH | Probable Cause | 11/05/2015 | 
20150323X04916 | Accident | WPR15LA130 | 03/21/2015 | Green Valley, AZ | United States | 31.911111 | -111.117778 | 14AZ | RUBY STAR AIRPARK | Non-Fatal | Substantial | Airplane | N811KM | VANS | RV6A | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 08/25/2015 | 
20150415X54513 | Accident | ERA15LA186 | 03/21/2015 | Woodstock, GA | United States | 34.105833 | -84.448333 | 5GA4 | AIR ACRES | Non-Fatal | Substantial | Airplane | N8803W | PIPER | PA-28-235 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 05/16/2016 | 
